,trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,:@computed_region_vrxf_vc4k,company
175,68b4cd24bfae96de4d4e4abadbeb634babed1ea7,c51889ed8a7b4e546482f2bbe16bee57680f70542e78a706c43d2dd76fcebdaaf2312dc865ca63d02ab32c75747cabe118d47c79e2959cac0f54a068564de4f0,2016-05-30T09:30:00.000,2016-05-30T10:00:00.000,1269,10.2,,,76,,0.01,5.00,,0.00,5.01,Credit Card,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",,,,75,303 Taxi
176,6ed7687bd5b91c71575621cd39d6ce2d21ed876c,5c6b81bc017e5958a104add3567dac050f7ab2a9e5177a5a144a1b1f6500d884a7e584b79cb7ca4b377b3e2211144cc863f28282f59eb308c4cf9c1bcc94e0aa,2014-04-19T16:30:00.000,2014-04-19T16:45:00.000,1020,4,,,6,77,12.65,3.00,0.00,0.00,15.65,Credit Card,41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",41.9867118,-87.663416405,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",57,
177,e8c976ec12b5ec05fd11bd3d48c74477c8c2eea4,f35fcc7d28fd3ca0324ad6b42c6bf1dd0413320a9c4b65cb10b92def1ea763bd2bd706f4e189be46b08d37e56f1ddb72f06d89e6a64e0cb7172e3618e519c33e,2014-04-02T12:45:00.000,2014-04-02T13:00:00.000,1740,13.4,17031980100,17031081201,56,8,29.65,0.00,0.00,4.00,33.65,Cash,41.785998518,-87.750934289,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}",41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",53,
178,55809c9b7b41edb3854cabb9156924d380b2c470,3a72658aa9507b78f6b168ab50848ecdaa446585688ab4c15217a2bad705caca33d0da08958900a8caa8bed80802b84565ba8ae12245505d876e63f2f02b2d00,2014-12-03T08:45:00.000,2014-12-03T09:15:00.000,1860,18,17031080202,17031980000,8,76,37.05,0.00,0.00,3.00,40.05,Cash,41.905857769,-87.630865027,"{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",37,
179,912d124b8356ddcf732ced75105d70e1eaa4b601,1897ed17bef32c8721aaeffd8239d3e1a49222c0eb602b5d21f2dbca59b67d9ef278371f1d81404e8bea3bda49e7dcb615e3dcb5aab02a77870fd981e50db829,2014-06-28T17:45:00.000,2014-06-28T18:00:00.000,360,0.5,17031081403,17031081201,8,8,5.65,0.00,0.00,1.00,6.65,Cash,41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",37,
180,439fe2b374244951d8567bb6fa50d0693164447a,a38d173f3d3a362a9622b11153393dced7724f53b9c20c0a1798ffda7f9d5ab17e47d7450cefad8fc1a8a26a049c111d79ddef1f7eda0de14bebaff2043ca27d,2014-04-02T14:30:00.000,2014-04-02T14:45:00.000,480,0.6,17031081700,17031320100,8,32,6.05,3.00,0.00,0.00,9.05,Credit Card,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",37,
181,032da639ad70644b96f16ef56c56c8a63b204c6d,24ace4238a5b811f03c09a8c0e5f72bd8be56231ebcd02f6396af7da7373638c6e5ef9dedc23b05b1e659846c782e8549a7bf677612aec6a7e019fab65b380f1,2014-10-07T11:30:00.000,2014-10-07T11:45:00.000,660,1.8,17031081300,17031839100,8,32,8.05,0.00,0.00,0.00,8.05,Cash,41.898331794,-87.620762865,"{'type': 'Point', 'coordinates': [-87.6207628651, 41.8983317935]}",41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",37,
182,49b0966a49c8d9639823d48b996ecbfd79d68bd1,d52e1c40775bad7d9273bd2b56b8d8f1fdbeeec5233a8db7ac183337187f838e73a01a1e648e065935f90e5264f9c82564a53190e44ba4583f63e683e9838469,2014-04-23T19:00:00.000,2014-04-23T19:00:00.000,240,0.7,17031081403,17031320400,8,32,5.05,0.00,0.00,0.00,5.05,Cash,41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",41.877406123,-87.621971652,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",37,
183,cf14c2c26a0a3baf99699a9e28e78e7d1ec2a4f0,386acefbff35617d4b38bba92265459e932fd026b126106f6b36fdcf8b47aa7e06ac92451d6f95ce4f3b78fc680cd2b713fe62f25ea79eab7f3d82eeacfaf961,2014-06-29T00:45:00.000,2014-06-29T01:15:00.000,1620,17.7,,,6,,36.04,0.00,0.00,1.00,37.04,Cash,41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,,,57,
184,4486c99e5e30cbd14e77563766200af6acc947f8,d800eb3bcceba1eae93869f9a2d6dafec8053aaabbb2493fc5a7275a893435aa479539a353fee79c053bdaa0bdf79dc1280b9c8762461d39d76bb4166c17b871,2014-04-02T11:45:00.000,2014-04-02T12:00:00.000,660,2,17031839100,17031833000,32,28,8.05,2.00,0.00,1.50,11.55,Credit Card,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.88528132,-87.6572332,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",38,
185,7ea8bcf5cbe1e461d17a4d07685198d3a3592188,c38e6d20cbeb64e49d07ff4cd6a9f13cbaed5a336617892fb04ca0327c08da871a76a23795a57c1f2c448d72ab3140aee275afa2ba0e10d65ed32fb807105bdf,2014-12-29T08:45:00.000,2014-12-29T08:45:00.000,540,4.6,,,4,8,12.05,0.00,0.00,0.00,12.05,Cash,41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.68751551520002, 41.9751709433]}",41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",6,
186,0524bbf05eb872afa8c23adba29d2b4fa25037a0,362450283e701d42253081f8ef4ebb93739781c70689958f9d11aced3acd7587aa500d3fb5e93217934cb1fb88cb0c1d5ac08f9f395fc0223191f5bfd6afffab,2014-10-10T08:30:00.000,2014-10-10T09:00:00.000,1320,11.4,17031320600,17031980100,32,56,25.85,5.57,0.00,2.00,33.42,Credit Card,41.870607372,-87.622172937,"{'type': 'Point', 'coordinates': [-87.6221729369, 41.8706073724]}",41.785998518,-87.750934289,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}",38,
187,2d2094a1c290e9da886f14aa25d3c8a163579427,3987ac162115fe35a9fa86f6352725fded71b82a7b9fecb87257ff695b562f5adc4c00be7218dfe6c647b795082cb598ae8e83ccb80cf578fde8c0bee45008ea,2014-11-15T18:45:00.000,2014-11-15T19:00:00.000,840,1.7,17031330100,17031081700,33,8,8.85,0.00,0.00,0.00,8.85,Cash,41.859349715,-87.617358006,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",34,
188,f1dd870c8444030ec696ff2e819b909153565629,347ea3e9f3630ab7c6c80c979ef536bceeecc8a49c745950f989ae402f624623b1546558ce6231e437d465dd363f10feeb041daed6cbd4ff33929b82d41e6245,2014-11-15T00:15:00.000,2014-11-15T00:15:00.000,420,0.7,17031081403,17031081700,8,8,6.05,0.00,0.00,1.50,7.55,Cash,41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",37,
189,caf051efa9026eec0bd76a8dc1ccf22dfc34ced7,7182f6b851fe8fe0639ecd72e3f74fc1bac93462be2635a6cb010da64ae9a424876cf06511ade29085bb617046f42e23cfd17614c375db45119c23410a03fdac,2014-10-24T03:30:00.000,2014-10-24T03:45:00.000,960,6.4,,,8,16,16.05,0.00,0.00,0.00,16.05,Cash,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",41.953582125,-87.72345239,"{'type': 'Point', 'coordinates': [-87.7234523905, 41.9535821253]}",37,
190,564efa757289a7bafed842a8281c165c4af0ddba,bd17c98f1180b95a8fb96443859794525f51e99ef771322991daf04a039488abdbfb2a2b40e466859a38f74f3f12fc05746ad0062932f0e560f15505d5172b16,2014-10-07T08:15:00.000,2014-10-07T08:30:00.000,840,5,17031071300,17031320600,7,32,13.45,3.00,0.00,0.00,16.45,Credit Card,41.921778356,-87.641459759,"{'type': 'Point', 'coordinates': [-87.6414597588, 41.9217783562]}",41.870607372,-87.622172937,"{'type': 'Point', 'coordinates': [-87.6221729369, 41.8706073724]}",68,
191,d6d450cd11ef8d7065a25f7764419975253b61b2,9a790f7a0865a336fb3f4350580f7abcf79cfba5656594cd7e2d3dd4975ab37fb7ae16605ed4e3cff01d76ab9c8f1c56b951a8450ce65b60067f54f774c1c2e8,2014-12-21T02:45:00.000,2014-12-21T03:30:00.000,2880,13.4,,,6,60,32.85,6.87,0.00,1.50,41.22,Credit Card,41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",41.836150155,-87.648787952,"{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}",57,
192,a3681a50eb746a7ff85421e6fc34978549d0c27e,8cba6debdffc9ce9edff91470b5609aa48a6d9613202472d6c997a6a027f867d6016a2f9d64fb9bef09f68a181786b698460af9fd1c3db6d166b565da470d350,2014-10-10T04:00:00.000,2014-10-10T04:00:00.000,180,0.7,,,33,33,4.84,0.00,0.00,0.00,4.84,Cash,41.857183858,-87.620334624,"{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",41.857183858,-87.620334624,"{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",34,
193,79bf6fcb745ffdbb290db79e2a626b13cbb959d8,e024e00823757c5bf2fd332b4588899d9554990b974cc55a2d87d2afca1b101ffa1d54d908625d0e5dd3c5b3b8ff5e2453a271b699d2c13ec4790b611826f1cb,2014-12-01T10:30:00.000,2014-12-01T10:45:00.000,1440,11,,,76,,24.45,0.00,0.00,3.00,27.45,Cash,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",,,,75,
194,7d2a4b565600c00c70786c0b77e5207ca2538eed,d3990b30cf39151c02a1fd95411768e41557a9c637a3ffb7aba96acda5acd81b69c4034e6c36f75e7e37bad3fb8e77fa03f315757e7f3b23200aa2516cc7db98,2014-10-10T18:30:00.000,2014-10-10T18:45:00.000,1260,4.3,17031839100,17031070500,32,7,13.65,2.00,0.00,0.00,15.65,Credit Card,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.928945904,-87.66089257,"{'type': 'Point', 'coordinates': [-87.6608925701, 41.9289459041]}",38,
195,a45c41b4b32fe89f35d917c6a771b11998ef3709,d6d458e42750ebec37cf83607ae045545538608a488d762567087e000535931b7cdd0ab478614c081845e669148a985b67c8686cfa2901d3c15529660aa805f8,2014-11-17T06:00:00.000,2014-11-17T07:00:00.000,3540,17.4,17031081500,17031980000,8,76,39.25,8.25,0.00,2.00,49.50,Credit Card,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",37,
196,82553d133a0ddbb7f14b9db11e555e2de984db55,8f46e1c3b98d33dc946bb70a33d138c1d4414f3723aceb0621f98292f2f2ffa3ac0d5f4949828c9b035a1c4dcfe8ac47fcfb8354d7d507fab23f8699594d293e,2014-04-01T20:00:00.000,2014-04-01T20:30:00.000,1740,14.4,17031980000,17031060800,76,6,30.65,6.53,0.00,2.00,39.18,Credit Card,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",41.953400044,-87.646007066,"{'type': 'Point', 'coordinates': [-87.6460070664, 41.9534000435]}",75,
197,f240a882ddfd506348a7f88ebee4c49df4313111,373a87b7084c01d24566ee3c5cfde562710dd94bd3cdfd6d4ae14f5ac8953867854af0a0ae691167f7f4f4b3fa0ba8513385c9de1e4c8ad377d941554746de31,2014-04-02T06:30:00.000,2014-04-02T06:45:00.000,660,7,,,32,77,16.45,0.00,0.00,0.00,16.45,Cash,41.878865584,-87.625192142,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",41.9867118,-87.663416405,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",38,
198,3a019a33678bf1500879fb39259450ca91a6f688,f652af50a417d2c1199f01ed0a09badcd5378a5670ed817800c9a9b2deb4a5e9e277d868ea257e7002f98e34149b33f959122221ebc5998c7d41862444b01ef7,2016-06-21T12:00:00.000,2016-06-21T12:15:00.000,1451,16.7,17031980000,17031838300,76,8,53.40,0.00,,0.00,53.40,Cash,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",41.90156691,-87.638404012,"{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}",75,303 Taxi
199,12d8d2630a384daa513a3d25c966fe52b124ed2e,425fade9caaa85a0624f902de12da17461c45075187b3662d5fd90084095d81be5f21fb37564f241916eced52f3744a35d437e61fc7eac4dba942f8308b4a1aa,2014-10-20T14:00:00.000,2014-10-20T14:15:00.000,660,2.36,17031081201,,8,,8.85,0.00,0.00,0.00,8.85,Cash,41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",,,,37,
200,59358f13eb30a5666e0e958e4298146916208ff2,eca9f6cc4c3bb05f7e09514beb53ceab68252439257d50c12e3ce627ec3bd231129b316949d3fa48df339594deb7687b3eeb6c554dc1348cea67417bca78eb66,2016-06-29T12:00:00.000,2016-06-29T12:30:00.000,1932,27.7,17031980000,,76,,0.01,0.00,,0.00,0.01,Cash,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",,,,75,303 Taxi
201,36a5ae123f888ba3719ee6c0ed2a7d262c26b873,3f261d5b0c2aa082ce8256add81464c15a1bddd5d41824b7f7f2bd5f37b4801735b7d91b6d4626e701d7c4aa56a5387adf5c8fd74173ec2319fcb566de44c095,2014-10-03T18:15:00.000,2014-10-03T18:15:00.000,300,0.63,17031081500,17031081500,8,8,5.05,1.01,0.00,0.00,6.06,Credit Card,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",37,
202,534c010d46b99e2d566cdf68f50a98cb5a6ea6ed,1ea1e5a78c42dc6a54d25fee07022a14e5d03cc06a597c8761bab7a2989b14d927fea95e838f81be87a7f5c09054fbc45862cbc09a47b9c9b6aebd93520e2120,2014-12-22T19:15:00.000,2014-12-22T19:30:00.000,420,1.2,17031839100,17031833100,32,28,6.25,0.00,0.00,0.00,6.25,Cash,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.879066994,-87.657005027,"{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",38,
203,45851bca9864d003dfde7ecf2f4d5adeed2d361d,5bfb9541130de6ef19718fe402d5734e08bfd567afa2ae4121b6789671b69ea30152b8b3d505a9b8a6b9e210ff04f28790d6bc0b196a8e720cf01d9947825a63,2014-10-10T21:15:00.000,2014-10-10T21:15:00.000,300,1.4,17031081700,17031080300,8,8,6.25,0.00,0.00,1.00,7.25,Cash,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.90749193,-87.63576009,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",37,
204,b44fbcf1e50b20ff12bbfe0ee1f17790cdbd3df9,134e02c4530a9e9301ec7be3d766c743941fe8de7c793f4b05eaa481b991eb216b4310d14a459528eaaa0b781cc1f34a327364fce5d8abbc3c3954962e7dc85b,2014-11-13T15:45:00.000,2014-11-13T15:45:00.000,300,1.1,17031841000,17031280100,33,28,5.65,0.00,0.00,0.00,5.65,Cash,41.849246754,-87.624135298,"{'type': 'Point', 'coordinates': [-87.6241352979, 41.84924675450001]}",41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",34,
205,3e125b87d3acc2497d2841cf8baafa34da9b411b,d5a8832e75854d5aa0c37f5a4531b2418b77bfd392ef3621ceecdd90e94e2cc21bbd53733424dcf35ea26b1bdc9d705094d4b3553346544e1e7851d4aaffa0cb,2014-06-28T16:30:00.000,2014-06-28T16:45:00.000,1200,3.3,17031081500,17031070300,8,7,12.25,0.00,0.00,1.50,13.75,Cash,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",41.929046937,-87.651310877,"{'type': 'Point', 'coordinates': [-87.6513108767, 41.9290469366]}",37,
206,e48c1b3262911aae9343035bdd5e0443be91bc48,10a3a3db038a616cf1e784ef0c6bb9dd6e3d2cfb94f50e927e704d66ceb6313a1cc7b6bf620e40eeb4082ef0447c141bef6e0c8845682a91eae882021b75bc74,2014-06-25T13:00:00.000,2014-06-25T13:00:00.000,360,1.1,17031081201,17031081700,8,8,5.85,3.00,0.00,0.00,8.85,Credit Card,41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",37,
207,91675e384b4b3f074fd8a92c85c840060535b232,7c55d8ae0e179edc2ae7e0499a7996f980639adc09328e31648af9fe7d4395e3afc3c5277ea10e4fa68e01528c829c1b0ea3cc7bf5baf5fd5ec89b2ab64729bd,2014-12-12T12:00:00.000,2014-12-12T12:00:00.000,720,2.4,,,7,7,9.44,0.00,0.00,0.00,9.44,Cash,41.922686284,-87.649488729,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",41.922686284,-87.649488729,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",68,
208,be3d651d36b1bdab3f67c8559d8b4d38de3ba1d6,ef9f6dbe1db6edf9615b61d6bb7099a28cc86b0c1fd6c2f73054dbbc609d50240e04c901e7e714c69cbc3d2bbcb0d4c841831f1fbf0f1a1aa317c3703a94e781,2014-12-21T13:45:00.000,2014-12-21T13:45:00.000,480,0.8,17031081700,17031320100,8,32,6.25,2.00,0.00,1.00,9.25,Credit Card,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",37,
209,bc57e78203a389f065d319afbe65651c429c1397,1a0918b9bfea038d074d533672fa8d2a32a9b2628fbb345c3d672fdf5b90c1f7fabcb6eaf747dee9d88855ddcd168858f2343a9498cda1ba79d1913e981704b6,2014-11-15T06:00:00.000,2014-11-15T06:00:00.000,540,3.6,,,8,33,10.25,4.00,0.00,0.00,14.25,Credit Card,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",41.857183858,-87.620334624,"{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",37,
210,c94b2f21e5b37f54b3968486d527221d48dfbe6d,5517c485c0ed0557b10ed7dc3107dbb088e9c8681dc5194bf50a2dab6002db9a8f547434cbd4da45ce1c97cb2d81539dd5514deff4e4e3985b6da77dc82a7d4b,2014-12-15T10:00:00.000,2014-12-15T10:15:00.000,900,7.7,,,8,41,18.05,0.00,0.00,0.00,18.05,Cash,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",41.794090253,-87.592310855,"{'type': 'Point', 'coordinates': [-87.592310855, 41.794090253]}",37,
211,33b79a9c87c7640d2785ba015216a35542e45d43,6b1b1e151c90fecc87c9f51e5e607acea049dedc6c5091ce75b8960739a55d3e851502e8a32b082b7c56e3b73367f2d661372a641eab5898b89160b8a9f9b2dd,2014-12-10T18:15:00.000,2014-12-10T18:15:00.000,540,0.8,17031839100,17031281900,32,28,6.45,0.00,0.00,0.00,6.45,Cash,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.879255084,-87.642648998,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",38,
212,55670e70fe98269d9b1d04084c9fea07742e4ad9,24ace4238a5b811f03c09a8c0e5f72bd8be56231ebcd02f6396af7da7373638c6e5ef9dedc23b05b1e659846c782e8549a7bf677612aec6a7e019fab65b380f1,2014-12-11T10:45:00.000,2014-12-11T11:00:00.000,540,1.1,17031280100,17031320400,28,32,6.65,0.00,0.00,1.00,7.65,Cash,41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",41.877406123,-87.621971652,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",29,
213,6d28a4dad1f460cd023169de68b7ea5ff9504c34,d5734c4f3325c41c7212580e20b2f168e3f1d7cc8aa21b4998bbce03ab93e81e7ede623f468a83fe7b6e615d3ef79797b91b5f23888d43585d5eeb71481a7d8d,2016-06-19T18:00:00.000,2016-06-19T18:30:00.000,1758,14.1,17031980100,,56,,0.01,0.00,,0.00,0.01,Cash,41.785998518,-87.750934289,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}",,,,53,303 Taxi
214,4cd343770f2d7963ffdb78526e47265cbb100ed7,28aae32c537012df2679016ea69889f7b76700cc8da53c3fac70b8dd9f9777054823135c8e5cf0a62ec3f5aa65a826a6a1eb62b75c4744a7d0c5e93f1882ad13,2014-11-30T10:45:00.000,2014-11-30T11:00:00.000,780,6.4,,,28,22,16.05,0.00,0.00,0.00,16.05,Cash,41.874005383,-87.66351755,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",41.92276062,-87.699155343,"{'type': 'Point', 'coordinates': [-87.69915534320002, 41.9227606205]}",29,
215,246e8197043ecbe16640bcce03655168e13ec4a0,c98279e9a64942bce4698cd9b6383400d11a62273453b5310ec8c2fd9fc376db851c4b23f872527fdcbcaee881305f5a467da8ddebed1143f9acb7e21d9e5782,2014-12-29T14:45:00.000,2014-12-29T15:15:00.000,2100,9.9,,,10,10,24.65,0.00,0.00,0.00,24.65,Cash,41.985015101,-87.804532006,"{'type': 'Point', 'coordinates': [-87.8045320063, 41.9850151008]}",41.985015101,-87.804532006,"{'type': 'Point', 'coordinates': [-87.8045320063, 41.9850151008]}",36,
216,ad3acc0f442be0a77935b6c611c89a2ed9d04d5f,6387cede3d04d6fc99bcb37707880b3c8043f9e7284bfc4f1879ac6370b9920f1060e81244c74e01a8e1b6a0d7ead59bbdacd4ab2dc4c2c5db20e318399af81d,2014-11-29T02:15:00.000,2014-11-29T02:15:00.000,240,1.3,,,5,4,5.65,0.00,0.00,0.00,5.65,Cash,41.947791586,-87.683834942,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.68751551520002, 41.9751709433]}",46,
217,a99f8259b76c8419db69e3e7f3e8578129ed8ce1,d31f81c999a017a3516da0b9a9fd96abf7e4ea8333e94a9524d388b73500763cb08902fb384917a0d5d72ec3d36b97f4e662ac4bd9a0bd457de3042e1fc27694,2014-04-16T20:15:00.000,2014-04-16T20:15:00.000,240,0.6,17031081700,17031280100,8,28,4.84,0.00,0.00,1.00,5.84,Cash,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",37,
218,1560f8469acaa41e98cdf083adf704f410063146,7a870612fd9e0e24b2b60d9d48cdc74dc06e5b6e52630feaa4eb1e75714239a0d5505d7828f1e200d4507ed59eaf0502b8b7b748ac879553590b9b54b0f03350,2014-12-03T16:30:00.000,2014-12-03T17:00:00.000,1020,3.5,,,24,8,11.45,0.00,0.00,0.00,11.45,Cash,41.901206994,-87.676355989,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.90120699410001]}",41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",25,
219,1f90196a8dbbf0de6c4856a898333597e3aa016f,6e40cde8b457f0cc3f3a8dd7e9c003c5a24426433e5e51968c1fcf2e5c7765ee82f5f63ecf17ac629e98120b96387df76e22d47aba08d7e6b54bf465927f14c0,2014-06-26T12:00:00.000,2014-06-26T12:00:00.000,300,0.5,17031320100,17031081700,32,8,5.05,0.00,0.00,0.00,5.05,Cash,41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",38,
220,2a4eeb048c9893936ff36c8c4580f47bd355fffe,ffb8cefb331d92d05289bb6d84fba73aac7ed8252c6f4b65db3ef1bde1a83cbfe7210acf34acdf74533fb3ce853d48368ba60311be5f976a38e19a90ee879e86,2014-10-25T22:00:00.000,2014-10-25T22:00:00.000,540,1.8,17031071100,17031061200,7,6,7.05,0.00,0.00,0.00,7.05,Cash,41.921778188,-87.651061884,"{'type': 'Point', 'coordinates': [-87.6510618838, 41.9217781876]}",41.949060526,-87.661642904,"{'type': 'Point', 'coordinates': [-87.6616429039, 41.9490605256]}",68,
221,c3154bc4f314bc9d3959455d2b90f9059bda325f,dedaa64b60b49dd799e6def723e61e7b4e238e83f7efd1ad01299239c891c42d3709d5bf3d474d04c3fbb6d3a844cea135615a86701dca852652f9351b93706a,2014-06-26T19:30:00.000,2014-06-26T19:45:00.000,420,1.4,17031081202,17031071500,8,7,6.85,0.00,0.00,1.00,7.85,Cash,41.902788048,-87.62614559,"{'type': 'Point', 'coordinates': [-87.6261455896, 41.9027880476]}",41.914616286,-87.631717366,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",37,
222,c731d4a34085192de733e74f99ccf78ebd301b4a,de20c9b4392f38e5aa9dffbcfc87476ee92fa2d00547a28c7510ae22c075ae38e7109f01a48e543d4ead7a7755ca28851027c7df2e05cf9a6fc8bfb88cfc3796,2014-12-14T15:45:00.000,2014-12-14T16:15:00.000,1560,14.1,,,76,24,29.85,0.00,0.00,3.00,32.85,Cash,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",41.901206994,-87.676355989,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.90120699410001]}",75,
223,4f86e5cd3b5988d87d1002d9d0305e1e47edea68,842e2b1cd011fab01b6cc042f40c5941798405df1b3b02c5dafe36612149b5b4590afe2cc04e87065f521768082650e39464988fb3df02a8f73a9ef88c9ca4c0,2014-04-15T06:45:00.000,2014-04-15T07:45:00.000,3480,17.5,17031081500,17031980000,8,76,37.45,7.89,0.00,2.00,47.34,Credit Card,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",37,
